sourceTransportPort,destinationTransportPort,flowStartSeconds,flowEndSecond,DNSQueryName,label,Total count of characters in FQDN,subdomain_len,upper_count,number_count,begin_with_num,entropy,label_count,max_label_length,avg_label_length
45778,53,1507165975.0,1507165976.0,sg-tx-stage.sogoucdn.com.stage.tcdnvod.com,0,42.0,11.0,0.0,0.0,0.0,3.7262657929921628,6.0,11.0,6.166666666666667
5225,53,1507147392.0,1507147399.0,684397.p29.tcdnvod.com,0,22.0,6.0,0.0,8.0,1.0,3.8796640049025934,4.0,7.0,4.75
64894,53,1501610609.0,1501610615.0,497689.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
7746,53,1507481827.0,1507481828.0,622375.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
32715,53,1507828643.0,1507828649.0,img13.ddimg.cn.xdy-cdn.cn,0,25.0,5.0,0.0,2.0,0.0,3.383465189601647,5.0,7.0,4.2
26120,53,1507735866.0,1507735872.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
61650,53,1507174089.0,1507174089.0,ctslb-bgp-jq-cnc.ctripgslb.com,0,30.0,16.0,0.0,0.0,0.0,3.8029100796497266,3.0,16.0,9.333333333333334
37508,53,1508147366.0,1508147374.0,826.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
58677,53,1507809109.0,1507809115.0,jinhua-19lou-com.mipcdn.com,0,27.0,16.0,0.0,2.0,0.0,3.85619629821938,3.0,16.0,8.333333333333334
50243,53,1507236624.0,1507236630.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
5391,53,1507714671.0,1507714677.0,cdn.kkapp.com.mccdnglb.com,0,26.0,3.0,0.0,0.0,0.0,3.378727103656466,5.0,8.0,4.4
52888,53,1502725144.0,1502725150.0,k7.1.591mogu.com.sp.spcdntip.com,0,32.0,2.0,0.0,5.0,0.0,3.7959585933443494,7.0,8.0,3.7142857142857144
42640,53,1507791931.0,1507791932.0,box.game.keniub.com.mmycdn.com,0,30.0,3.0,0.0,0.0,0.0,3.6159220638351663,6.0,6.0,4.166666666666667
3467,53,1502623979.0,1502623979.0,994.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.4316235658474303,4.0,8.0,4.0
8000,53,1508145714.0,1508145715.0,967.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
15519,53,1502554968.0,1502554969.0,img03.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,2.0,0.0,3.739815461015533,6.0,8.0,5.166666666666667
57713,53,1502871704.0,1502871705.0,kuaishou.p29.tcdnvod.com,0,24.0,8.0,0.0,2.0,0.0,3.9387218755408675,4.0,8.0,5.25
11921,53,1507532193.0,1507532200.0,378.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
46746,53,1507835342.0,1507835343.0,531525.vp.tcdnvod.com,0,21.0,6.0,0.0,6.0,1.0,3.5585186130489057,4.0,7.0,4.5
60337,53,1507777107.0,1507777113.0,www.citytech.com.cn.mccdnglb.com,0,32.0,3.0,0.0,0.0,0.0,3.5384093770885316,6.0,8.0,4.5
15131,53,1508123164.0,1508123170.0,679325.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,4.053508854797679,4.0,7.0,5.25
30278,53,1502684067.0,1502684068.0,123p0.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,4.0,1.0,3.8928647666912815,6.0,8.0,5.166666666666667
57540,53,1507711059.0,1507711059.0,v11-tt.ixigua.com.v4.tcdnvod.com,0,32.0,6.0,0.0,3.0,0.0,3.7928377974034158,6.0,7.0,4.5
58812,53,1507719276.0,1507719277.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
30162,53,1502804461.0,1502804462.0,265772.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.886842188131012,4.0,7.0,5.25
20074,53,1507159735.0,1507159741.0,img45.ddimg.cn.xdy-cdn.cn,0,25.0,5.0,0.0,2.0,0.0,3.383465189601647,5.0,7.0,4.2
43638,53,1507715990.0,1507715991.0,a.vimage1.com.mccdnglb.com,0,26.0,1.0,0.0,1.0,0.0,3.546593564294938,5.0,8.0,4.4
57008,53,1507838282.0,1507852115.0,684397.p29.tcdnvod.com,0,22.0,6.0,0.0,8.0,1.0,3.8796640049025934,4.0,7.0,4.75
5346,53,1507527304.0,1507527311.0,rcc.ddimg.cn.xdy-cdn.cn,0,23.0,3.0,0.0,0.0,0.0,3.1164085657700444,5.0,7.0,3.8
13759,53,1507883836.0,1507883837.0,22.sp.spcdntip.com,0,18.0,2.0,0.0,2.0,1.0,3.30827083453526,4.0,8.0,3.75
47245,53,1505728463.0,1505728469.0,342551.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
43047,53,1502756329.0,1502756329.0,991.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.431623565847431,4.0,8.0,4.0
64131,53,1507860082.0,1507860082.0,m-cr173-com.mipcdn.com,0,22.0,11.0,0.0,3.0,0.0,3.459431618637297,3.0,11.0,6.666666666666667
44353,53,1507877206.0,1507877206.0,img3x6.ddimg.cn.xdy-cdn.cn,0,26.0,6.0,0.0,2.0,0.0,3.4116022179746714,5.0,7.0,4.4
49175,53,1507222045.0,1507222046.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
4844,53,1507168991.0,1507168997.0,img-llnw-345.xvideos-cdn.com,0,28.0,12.0,0.0,3.0,0.0,4.066108939837481,3.0,12.0,8.666666666666666
28570,53,1507740448.0,1507740454.0,28.sp.spcdntip.com,0,18.0,2.0,0.0,2.0,1.0,3.4193819456463714,4.0,8.0,3.75
62956,53,1507156232.0,1507156232.0,ctslb-bgp-jq.ctripgslb.com,0,26.0,12.0,0.0,0.0,0.0,3.796217602590056,3.0,12.0,8.0
43514,53,1508092561.0,1508092562.0,lc.gsvc.dns02.gosuncdn.com,0,26.0,2.0,0.0,2.0,0.0,3.488525294897748,5.0,8.0,4.4
63443,53,1508157857.0,1508157863.0,flights.ctrip.com.ctripgslb.com,0,31.0,7.0,0.0,0.0,0.0,3.6796874392795544,5.0,9.0,5.4
55932,53,1507716132.0,1507716132.0,mip-laonanren-com.mipcdn.com,0,28.0,17.0,0.0,0.0,0.0,3.539148671903071,3.0,17.0,8.666666666666666
58397,53,1507298813.0,1507298819.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
53214,53,1507858797.0,1507858797.0,ctslb-oy-bgp-tel.ctripgslb.com,0,30.0,16.0,0.0,0.0,0.0,3.7810760119146067,3.0,16.0,9.333333333333334
58248,53,1507518346.0,1507518346.0,apd-1rp6koj.v.smtcdns.com,0,25.0,11.0,0.0,2.0,0.0,3.973660689688185,4.0,11.0,5.5
50103,53,1507791047.0,1507791053.0,ns2.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.2998963911678914,4.0,8.0,4.75
32074,53,1501720470.0,1501720476.0,dlweb.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,0.0,0.0,3.7471671973069336,6.0,8.0,5.166666666666667
52978,53,1507514829.0,1507514829.0,apd-2rjo5om.v.smtcdns.com,0,25.0,11.0,0.0,2.0,0.0,3.8332696895151077,4.0,11.0,5.5
6332,53,1507765056.0,1507765057.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
49170,53,1507796884.0,1507796890.0,673.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
60074,53,1502607294.0,1502607294.0,733602.dsa.sp.spcdntip.com,0,26.0,6.0,0.0,6.0,1.0,3.796217602590055,5.0,8.0,4.4
54825,53,1507521259.0,1507521260.0,ctslb-oy-bgp-tel.ctripgslb.com,0,30.0,16.0,0.0,0.0,0.0,3.7810760119146067,3.0,16.0,9.333333333333334
16809,53,1507258039.0,1507258040.0,news.cnhubei.com.gosuncdn.com,0,29.0,4.0,0.0,0.0,0.0,3.5905710812598666,5.0,8.0,5.0
21412,53,1507547273.0,1507547279.0,img3x7.ddimg.cn.xdy-cdn.cn,0,26.0,6.0,0.0,2.0,0.0,3.4116022179746714,5.0,7.0,4.4
24663,53,1507549893.0,1507549899.0,ml.woniu.com.gosuncdn.com,0,25.0,2.0,0.0,0.0,0.0,3.3532696895151077,5.0,8.0,4.2
7327,53,1508129686.0,1508129687.0,530629.p29.tcdnvod.com,0,22.0,6.0,0.0,8.0,1.0,3.7887549139935026,4.0,7.0,4.75
49778,53,1507134440.0,1507134441.0,vodv2.cdn.myqcloud.com.stage.tcdnvod.com,0,40.0,5.0,0.0,1.0,0.0,3.725716309088254,7.0,8.0,4.857142857142857
53410,53,1507656579.0,1507656580.0,accounts.ctrip.com.ctripgslb.com,0,32.0,8.0,0.0,0.0,0.0,3.6556390622295662,5.0,9.0,5.6
29321,53,1502592388.0,1502592394.0,vodv2.cdn.myqcloud.com.stage.tcdnvod.com,0,40.0,5.0,0.0,1.0,0.0,3.725716309088254,7.0,8.0,4.857142857142857
43479,53,1507908420.0,1507908421.0,cdn.sp.spcdntip.com,0,19.0,3.0,0.0,0.0,0.0,3.181366328891459,4.0,8.0,4.0
43636,53,1507156127.0,1507156134.0,pcdowngs.titan.mgtv.com.gosuncdn.com,0,36.0,8.0,0.0,0.0,0.0,3.673416585305445,6.0,8.0,5.166666666666667
20163,53,1508089250.0,1508089256.0,ns2.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.2998963911678914,4.0,8.0,4.75
45901,53,1505704403.0,1505704410.0,342550.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
5711,53,1502465657.0,1502465657.0,img03.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,2.0,0.0,3.739815461015533,6.0,8.0,5.166666666666667
60848,53,1502527435.0,1502527436.0,467.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
14066,53,1508154707.0,1508154713.0,img31.ddimg.cn.xdy-cdn.cn,0,25.0,5.0,0.0,2.0,0.0,3.383465189601647,5.0,7.0,4.2
30653,53,1507815540.0,1507815541.0,img39.ddimg.cn.xdy-cdn.cn,0,25.0,5.0,0.0,2.0,0.0,3.383465189601647,5.0,7.0,4.2
22958,53,1507752233.0,1507752239.0,lc.gsvc.dns02.gosuncdn.com,0,26.0,2.0,0.0,2.0,0.0,3.488525294897748,5.0,8.0,4.4
60041,53,1507224029.0,1507224029.0,265772.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.886842188131012,4.0,7.0,5.25
29113,53,1507755741.0,1507755747.0,ns2.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.2998963911678914,4.0,8.0,4.75
55529,53,1508087934.0,1508087934.0,im.ctrip.com.jq.cnc.ctripgslb.com,0,33.0,2.0,0.0,0.0,0.0,3.5738085129044896,7.0,9.0,3.857142857142857
5823,53,1502596624.0,1502596625.0,356176.sp.spcdntip.com,0,22.0,6.0,0.0,6.0,1.0,3.7544418457133455,4.0,8.0,4.75
31277,53,1502861064.0,1502861070.0,527396.vp.tcdnvod.com,0,21.0,6.0,0.0,6.0,1.0,3.784941827437642,4.0,7.0,4.5
38571,53,1507674534.0,1507674535.0,lc.gsvc.gosuncdn.com,0,20.0,2.0,0.0,0.0,0.0,3.2841837197791888,4.0,8.0,4.25
53016,53,1507881689.0,1507881690.0,acgvideo.tcdnvod.com,0,20.0,8.0,0.0,0.0,0.0,3.4086949695628417,3.0,8.0,6.0
46273,53,1507804914.0,1507804915.0,234.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
33334,53,1507887792.0,1507887792.0,342548.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
30837,53,1502852984.0,1502852990.0,497689.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
31604,53,1505706384.0,1505706385.0,196.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
60350,53,1502876985.0,1502876991.0,123p0.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,4.0,1.0,3.8928647666912815,6.0,8.0,5.166666666666667
50219,53,1507702775.0,1507702776.0,mip-club-xywy-com.mipcdn.com,0,28.0,17.0,0.0,0.0,0.0,3.708966082694623,3.0,17.0,8.666666666666666
16844,53,1502524221.0,1502524222.0,2.sp.spcdntip.com,0,17.0,1.0,0.0,1.0,1.0,3.2927701939369904,4.0,8.0,3.5
17953,53,1507521558.0,1507521559.0,mip-club-xywy-com.mipcdn.com,0,28.0,17.0,0.0,0.0,0.0,3.708966082694623,3.0,17.0,8.666666666666666
9924,53,1505746899.0,1505746906.0,img02.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,2.0,0.0,3.739815461015533,6.0,8.0,5.166666666666667
63259,53,1507797632.0,1507797632.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
37985,53,1507694377.0,1507694377.0,img3m0.ddimg.cn.xdy-cdn.cn,0,26.0,6.0,0.0,2.0,0.0,3.3825680832760763,5.0,7.0,4.4
24652,53,1507134288.0,1507134294.0,622375.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
8958,53,1501639357.0,1501639363.0,318.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
14257,53,1502672152.0,1502672158.0,342553.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.886842188131012,4.0,7.0,5.25
3323,53,1507169263.0,1507169269.0,azure-vod.bestvcdn.com.cn.mccdnglb.com,0,38.0,9.0,0.0,0.0,0.0,3.8758494743010163,6.0,9.0,5.5
60519,53,1507848137.0,1507848137.0,813982.vp.tcdnvod.com,0,21.0,6.0,0.0,6.0,1.0,3.689703732199547,4.0,7.0,4.5
52883,53,1507239428.0,1507239428.0,54.sp.spcdntip.com,0,18.0,2.0,0.0,2.0,1.0,3.4193819456463714,4.0,8.0,3.75
5260,53,1501659149.0,1501659155.0,mvideo.spriteapp.cn.stage.tcdnvod.com,0,37.0,6.0,0.0,0.0,0.0,3.800292136239285,6.0,9.0,5.333333333333333
14105,53,1502512738.0,1502512739.0,299.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.4316235658474303,4.0,8.0,4.0
60247,53,1502505634.0,1502505640.0,img04.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,2.0,0.0,3.739815461015533,6.0,8.0,5.166666666666667
49462,53,1507795304.0,1507795310.0,ns2.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.2998963911678914,4.0,8.0,4.75
29841,53,1507516486.0,1507516493.0,cdn.kkapp.com.mccdnglb.com,0,26.0,3.0,0.0,0.0,0.0,3.378727103656466,5.0,8.0,4.4
57122,53,1507761917.0,1507761923.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
36659,53,1507543823.0,1507543830.0,mobubt-oysyn.ctrip.com.cnc.jq.ctripgslb.com,0,43.0,12.0,0.0,0.0,0.0,3.908027254349905,7.0,12.0,5.285714285714286
18678,53,1507136149.0,1507136156.0,tx.acgvideo.com.v3.tcdnvod.com,0,30.0,2.0,0.0,1.0,0.0,3.5362434129830604,6.0,8.0,4.166666666666667
31537,53,1502705505.0,1502705511.0,img.sogoucdn.com.stage.tcdnvod.com,0,34.0,3.0,0.0,0.0,0.0,3.573229210210221,6.0,8.0,4.833333333333333
62971,53,1502618343.0,1502618349.0,342551.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
55301,53,1507297114.0,1507297120.0,img38.ddimg.cn.xdy-cdn.cn,0,25.0,5.0,0.0,2.0,0.0,3.383465189601647,5.0,7.0,4.2
63709,53,1501667496.0,1501667497.0,342550.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
51427,53,1508147918.0,1508147924.0,a.vimage1.com.mccdnglb.com,0,26.0,1.0,0.0,1.0,0.0,3.546593564294938,5.0,8.0,4.4
16742,53,1508103555.0,1508103561.0,123p0.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,4.0,1.0,3.8928647666912815,6.0,8.0,5.166666666666667
54027,53,1507258412.0,1507258419.0,a.vimage1.com.mccdnglb.com,0,26.0,1.0,0.0,1.0,0.0,3.546593564294938,5.0,8.0,4.4
21575,53,1507489617.0,1507489618.0,img-llnw-517.xvideos-cdn.com,0,28.0,12.0,0.0,3.0,0.0,4.066108939837481,3.0,12.0,8.666666666666666
46662,53,1507488867.0,1507488874.0,ctslb-oy-bgp-cnc.ctripgslb.com,0,30.0,16.0,0.0,0.0,0.0,3.7362434129830597,3.0,16.0,9.333333333333334
41219,53,1502445200.0,1502445201.0,204.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.5368867237421666,4.0,8.0,4.0
40461,53,1508152982.0,1508152988.0,553475.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.855388542207534,4.0,7.0,5.25
52184,53,1507713934.0,1507713934.0,123p0.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,4.0,1.0,3.8928647666912815,6.0,8.0,5.166666666666667
20691,53,1507827211.0,1507827212.0,vod2.china.qiniu.stage.tcdnvod.com,0,34.0,4.0,0.0,1.0,0.0,3.870284076978158,6.0,7.0,4.833333333333333
31961,53,1507738391.0,1507738397.0,v11-xg.ixigua.com.v4.tcdnvod.com,0,32.0,6.0,0.0,3.0,0.0,3.816428031846024,6.0,7.0,4.5
57694,53,1502645278.0,1502645278.0,196.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
30789,53,1505760454.0,1505760454.0,img02.sogoucdn.com.stage.tcdnvod.com,0,36.0,5.0,0.0,2.0,0.0,3.739815461015533,6.0,8.0,5.166666666666667
30616,53,1507160357.0,1507160358.0,ctslb-bgp-jq-cnc.ctripgslb.com,0,30.0,16.0,0.0,0.0,0.0,3.8029100796497266,3.0,16.0,9.333333333333334
29769,53,1507184481.0,1507184482.0,234.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
33932,53,1506406858.0,1506406864.0,baidu.lc.gsvc.dns02.gosuncdn.com,0,32.0,5.0,0.0,2.0,0.0,3.753928031846024,6.0,8.0,4.5
55960,53,1507221274.0,1507221275.0,a.vimage1.com.mccdnglb.com,0,26.0,1.0,0.0,1.0,0.0,3.546593564294938,5.0,8.0,4.4
26135,53,1507824322.0,1507824328.0,mg.bc.gsvc.dns02.gosuncdn.com,0,29.0,2.0,0.0,2.0,0.0,3.4830050302680124,6.0,8.0,4.0
33281,53,1507506475.0,1507506476.0,342555.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.855388542207534,4.0,7.0,5.25
8684,53,1507779106.0,1507779112.0,mobubt-oysyn.ctrip.com.cnc.jq.ctripgslb.com,0,43.0,12.0,0.0,0.0,0.0,3.908027254349905,7.0,12.0,5.285714285714286
62910,53,1502715366.0,1502715372.0,img.sogoucdn.com.stage.tcdnvod.com,0,34.0,3.0,0.0,0.0,0.0,3.573229210210221,6.0,8.0,4.833333333333333
60868,53,1507677432.0,1507677438.0,a.vimage1.com.mccdnglb.com,0,26.0,1.0,0.0,1.0,0.0,3.546593564294938,5.0,8.0,4.4
64958,53,1507880571.0,1507880572.0,static.u17i.com.gosuncdn.com,0,28.0,6.0,0.0,2.0,0.0,3.6375375112660526,5.0,8.0,4.8
52345,53,1507812967.0,1507812973.0,a.vimage1.com.mccdnglb.com,0,26.0,1.0,0.0,1.0,0.0,3.546593564294938,5.0,8.0,4.4
14908,53,1508108850.0,1508108851.0,ns2.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.2998963911678914,4.0,8.0,4.75
32022,53,1507490320.0,1507490320.0,342548.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
36636,53,1507877837.0,1507877838.0,a.vimage1.com.mccdnglb.com,0,26.0,1.0,0.0,1.0,0.0,3.546593564294938,5.0,8.0,4.4
29541,53,1508128985.0,1508128991.0,wapask-fh21-com-cn.mipcdn.com,0,29.0,18.0,0.0,2.0,0.0,3.9093680639438846,3.0,18.0,9.0
33723,53,1507661737.0,1507661738.0,531525.vp.tcdnvod.com,0,21.0,6.0,0.0,6.0,1.0,3.5585186130489057,4.0,7.0,4.5
31784,53,1507803057.0,1507803058.0,ns2.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.2998963911678914,4.0,8.0,4.75
29412,53,1502676396.0,1502676396.0,57.sp.spcdntip.com,0,18.0,2.0,0.0,2.0,1.0,3.4193819456463714,4.0,8.0,3.75
39345,53,1507881112.0,1507881112.0,a.vimage1.com.mccdnglb.com,0,26.0,1.0,0.0,1.0,0.0,3.546593564294938,5.0,8.0,4.4
56157,53,1507785424.0,1507785430.0,mip-ladywu-net.mipcdn.com,0,25.0,14.0,0.0,0.0,0.0,3.8936606896881854,3.0,14.0,7.666666666666667
15552,53,1507529347.0,1507529348.0,ctslb-oy-bgp-cnc.ctripgslb.com,0,30.0,16.0,0.0,0.0,0.0,3.7362434129830597,3.0,16.0,9.333333333333334
34945,53,1507702076.0,1507702077.0,v11-tt.ixigua.com.v4.tcdnvod.com,0,32.0,6.0,0.0,3.0,0.0,3.7928377974034158,6.0,7.0,4.5
24210,53,1507852781.0,1507852787.0,ctslb-bgp-jq.ctripgslb.com,0,26.0,12.0,0.0,0.0,0.0,3.796217602590056,3.0,12.0,8.0
25843,53,1507849614.0,1507849614.0,530629.p29.tcdnvod.com,0,22.0,6.0,0.0,8.0,1.0,3.7887549139935026,4.0,7.0,4.75
65477,53,1507798592.0,1507798598.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
59051,53,1502710648.0,1502710654.0,vod3.nty.tv189.cn.stage.tcdnvod.com,0,35.0,4.0,0.0,4.0,0.0,3.7783055165122725,7.0,7.0,4.142857142857143
2329,53,1502611690.0,1502611696.0,578133.sp.spcdntip.com,0,22.0,6.0,0.0,6.0,1.0,3.7544418457133446,4.0,8.0,4.75
23196,53,1507171396.0,1507171403.0,img3m6.ddimg.cn.xdy-cdn.cn,0,26.0,6.0,0.0,2.0,0.0,3.3825680832760763,5.0,7.0,4.4
56620,53,1508086234.0,1508086240.0,553475.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.855388542207534,4.0,7.0,5.25
9077,53,1507820732.0,1507820732.0,img3m8.ddimg.cn.xdy-cdn.cn,0,26.0,6.0,0.0,2.0,0.0,3.3825680832760763,5.0,7.0,4.4
20587,53,1507536582.0,1507536583.0,467.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.536886723742167,4.0,8.0,4.0
61832,53,1502672011.0,1502672011.0,sg-tx-stage.sogoucdn.com.stage.tcdnvod.com,0,42.0,11.0,0.0,0.0,0.0,3.7262657929921628,6.0,11.0,6.166666666666667
24325,53,1508134707.0,1508134707.0,mip-findlaw-cn.mipcdn.com,0,25.0,14.0,0.0,0.0,0.0,3.5630741894285696,3.0,14.0,7.666666666666667
60194,53,1502869540.0,1502869546.0,342548.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.9701755214643453,4.0,7.0,5.25
56522,53,1502800928.0,1502800929.0,tx.acgvideo.com.stage.tcdnvod.com,0,33.0,2.0,0.0,0.0,0.0,3.6165330442444006,6.0,8.0,4.666666666666667
14996,53,1507891415.0,1507891415.0,536870.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,4.053508854797679,4.0,7.0,5.25
38256,53,1508085912.0,1508085912.0,tx.acgvideo.com.v3.tcdnvod.com,0,30.0,2.0,0.0,1.0,0.0,3.5362434129830604,6.0,8.0,4.166666666666667
45896,53,1507653645.0,1507653645.0,ns1.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.3908054820769817,4.0,8.0,4.75
11166,53,1506261645.0,1506261646.0,baidu.lc.gsvc.dns02.gosuncdn.com,0,32.0,5.0,0.0,2.0,0.0,3.753928031846024,6.0,8.0,4.5
44275,53,1507862153.0,1507862159.0,ns2.dns02.gosuncdn.com,0,22.0,3.0,0.0,3.0,0.0,3.2998963911678914,4.0,8.0,4.75
7907,53,1501659371.0,1501659378.0,342555.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.855388542207534,4.0,7.0,5.25
45858,53,1507167716.0,1507167717.0,img-llnw-237.xvideos-cdn.com,0,28.0,12.0,0.0,3.0,0.0,4.066108939837481,3.0,12.0,8.666666666666666
33053,53,1508086951.0,1508086957.0,mg.bc.gsvc.dns02.gosuncdn.com,0,29.0,2.0,0.0,2.0,0.0,3.4830050302680124,6.0,8.0,4.0
27064,53,1507277227.0,1507277233.0,cdn66135263.ahacdn.me,0,21.0,11.0,0.0,8.0,0.0,3.5944656369614525,3.0,11.0,6.333333333333333
49896,53,1507842793.0,1507842794.0,342554.stage.tcdnvod.com,0,24.0,6.0,0.0,6.0,1.0,3.886842188131012,4.0,7.0,5.25
38150,53,1501682711.0,1501682718.0,kuaishou.p29.tcdnvod.com,0,24.0,8.0,0.0,2.0,0.0,3.9387218755408675,4.0,8.0,5.25
37255,53,1505715436.0,1505715442.0,595.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.4316235658474303,4.0,8.0,4.0
18209,53,1507772368.0,1507772374.0,img39.ddimg.cn.xdy-cdn.cn,0,25.0,5.0,0.0,2.0,0.0,3.383465189601647,5.0,7.0,4.2
59287,53,1507542629.0,1507542636.0,m-bj-bendibao-com.mipcdn.com,0,28.0,17.0,0.0,0.0,0.0,3.556656707462823,3.0,17.0,8.666666666666666
47563,53,1507756980.0,1507756980.0,sg-tx-stage.sogoucdn.com.stage.tcdnvod.com,0,42.0,11.0,0.0,0.0,0.0,3.7262657929921628,6.0,11.0,6.166666666666667
22741,53,1502459001.0,1502459007.0,204.sp.spcdntip.com,0,19.0,3.0,0.0,3.0,1.0,3.5368867237421666,4.0,8.0,4.0
43718,53,1507171762.0,1507171769.0,apd-uctgoj.v.smtcdns.com,0,24.0,10.0,0.0,0.0,0.0,3.7720552088742005,4.0,10.0,5.25
47375,53,1508104420.0,1508104426.0,v4.cache.qcloudcdn.com.v4.tcdnvod.com,0,37.0,2.0,0.0,2.0,0.0,3.5360439883075006,7.0,9.0,4.428571428571429
63438,53,1502778561.0,1502778567.0,684397.p29.tcdnvod.com,0,22.0,6.0,0.0,8.0,1.0,3.8796640049025934,4.0,7.0,4.75
